filepath,filesize,formatted_filesize,manuscript,high_resolution,filename
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__006.JPG,520747,520.7 KB,netratantra,FALSE,DOC__006.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__007.JPG,518670,518.7 KB,netratantra,FALSE,DOC__007.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__008.JPG,527119,527.1 KB,netratantra,FALSE,DOC__008.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__009.JPG,507900,507.9 KB,netratantra,FALSE,DOC__009.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__010.JPG,526274,526.3 KB,netratantra,FALSE,DOC__010.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__011.JPG,510696,510.7 KB,netratantra,FALSE,DOC__011.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__012.JPG,505127,505.1 KB,netratantra,FALSE,DOC__012.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__013.JPG,491041,491 KB,netratantra,FALSE,DOC__013.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__014.JPG,516171,516.2 KB,netratantra,FALSE,DOC__014.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__015.JPG,501796,501.8 KB,netratantra,FALSE,DOC__015.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__016.JPG,523340,523.3 KB,netratantra,FALSE,DOC__016.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__017.JPG,529826,529.8 KB,netratantra,FALSE,DOC__017.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__018.JPG,494036,494 KB,netratantra,FALSE,DOC__018.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__019.JPG,498983,499 KB,netratantra,FALSE,DOC__019.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__020.JPG,509250,509.2 KB,netratantra,FALSE,DOC__020.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__021.JPG,526481,526.5 KB,netratantra,FALSE,DOC__021.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__022.JPG,512269,512.3 KB,netratantra,FALSE,DOC__022.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__023.JPG,517507,517.5 KB,netratantra,FALSE,DOC__023.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__024.JPG,510212,510.2 KB,netratantra,FALSE,DOC__024.JPG
